what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1387049514968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1387049517855
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1387049807666
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1387049810599
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1387049956557
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1387049959100
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1387049987318
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1387049990064
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1387050059281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1387050060389
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1387052544841
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1387052547994
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1387052567168
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1387052571304
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1387053704671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1387053709134
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1387055579250
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1387055582075
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1387055608732
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1387055614900
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1387060777434
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1387060779392
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1387060783776
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1387060784510
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1387060786242
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1387061442798
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1387061442933
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1387061442995
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1387061443145
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1387061443224
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1387061443264
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1387061443511
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1387061443561
